tid	exp	model	lang	method	wrap	frozen	epochs	date	all_preds	bert_score	bleu_score	input_text	langs	pred_text1	prefix	prompt	qid	rouge_score	target_text	top	top_pred	enfat5-large_pred_text1_bart_score
110	custom	enfat5-large-unsup-all	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-18:58-EVAL	gets thanked <br /> gets excited <br /> PersonX is thanked by personY	0.26	0.0	PersonX answers PersonY question ## ## ## ## ## ##	en2en	gets thanked	oWant	PersonX answers PersonY question  <oWant_0>  <oWant_1>  <oWant_2>  <oWant_3>  <oWant_4>  <extra_id_0>	110	0.0	ask a question also	ask a question also	gets excited	-8.28496
110	custom	enfat5-large-unsup-wrap-all	en-en	unsup	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-20:34-EVAL	to be helpful <br /> to answer questions <br /> to help persony	0.6	0.0	## PersonX answers PersonY question ##	en2en	to be helpful	oWant	<oWant>  PersonX answers PersonY question <extra_id_0>	110	0.0	ask a question also	ask a question also	to answer questions	-6.92964
111	custom	enfat5-large	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-9000)-360	2021-12-06-17:25	helpful <br /> gets <br /> to make sure they are doing something.	0.6	0.0	PersonX answers PersonY question ## ## ## ## ##	en2en	helpful	xAttr	PersonX answers PersonY question  <xAttr_0>  <xAttr_1>  <xAttr_2>  <xAttr_3>  <extra_id_0>	111	0.0	Articulate	Articulate	helpful	-7.15836
111	custom	enfat5-large-unsup-all	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-18:58-EVAL	gets thanked <br /> gets excited <br /> PersonX is thanked by personY	0.35	0.0	PersonX answers PersonY question ## ## ## ## ##	en2en	gets thanked	xAttr	PersonX answers PersonY question  <xAttr_0>  <xAttr_1>  <xAttr_2>  <xAttr_3>  <extra_id_0>	111	0.0	Articulate	Articulate	gets excited	-7.24478
111	custom	enfat5-large-unsup-wrap-all	en-en	unsup	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-20:34-EVAL	to be helpful <br /> to help PersonY <br /> to help persony	0.46	0.0	## PersonX answers PersonY question ##	en2en	to be helpful	xAttr	<xAttr>  PersonX answers PersonY question <extra_id_0>	111	0.0	Articulate	Articulate	to be helpful	-6.25707
112	custom	enfat5-large	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-9000)-360	2021-12-06-17:25	gets <br /> gets they didn't do something. <br /> gets they didn't ask PersonY	0.32	0.0	PersonX answers PersonY question ## ## ## ## ## ## ## ## ##	en2en	gets	xEffect	PersonX answers PersonY question  <xEffect_0>  <xEffect_1>  <xEffect_2>  <xEffect_3>  <xEffect_4>  <xEffect_5>  <xEffect_6>  <xEffect_7>  <extra_id_0>	112	0.0	nods head	nods head	gets	-5.53624
112	custom	enfat5-large-unsup-all	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-18:58-EVAL	gets thanked <br /> gets excited <br /> PersonX is thanked by personY	0.29	0.0	PersonX answers PersonY question ## ## ## ## ## ## ## ## ##	en2en	gets thanked	xEffect	PersonX answers PersonY question  <xEffect_0>  <xEffect_1>  <xEffect_2>  <xEffect_3>  <xEffect_4>  <xEffect_5>  <xEffect_6>  <xEffect_7>  <extra_id_0>	112	0.0	nods head	nods head	gets thanked	-6.06069
112	custom	enfat5-large-unsup-wrap-all	en-en	unsup	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-20:34-EVAL	<br /> to be helpful <br /> to help PersonY	0.48	0.0	## PersonX answers PersonY question ##	en2en	EMPT	xEffect	<xEffect>  PersonX answers PersonY question <extra_id_0>	112	0.0	nods head	nods head		-6.92277
113	custom	enfat5-large	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-9000)-360	2021-12-06-17:25	to help PersonY <br /> to help persony <br /> to help personY	0.47	0.0	PersonX answers PersonY question ## ## ## ## ## ##	en2en	to help PersonY	xIntent	PersonX answers PersonY question  <xIntent_0>  <xIntent_1>  <xIntent_2>  <xIntent_3>  <xIntent_4>  <extra_id_0>	113	0.0	share knowledge	share knowledge	to help PersonY	-5.21625
113	custom	enfat5-large-unsup-all	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-18:58-EVAL	gets thanked <br /> gets excited <br /> PersonX is thanked by personY	0.27	0.0	PersonX answers PersonY question ## ## ## ## ## ##	en2en	gets thanked	xIntent	PersonX answers PersonY question  <xIntent_0>  <xIntent_1>  <xIntent_2>  <xIntent_3>  <xIntent_4>  <extra_id_0>	113	0.0	share knowledge	share knowledge	gets thanked	-6.88908
113	custom	enfat5-large-unsup-wrap-all	en-en	unsup	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-20:34-EVAL	to be helpful <br />appreciated <br />angry	0.46	0.0	## PersonX answers PersonY question ##	en2en	to be helpful	xIntent	<xIntent>  PersonX answers PersonY question <extra_id_0>	113	0.0	share knowledge	share knowledge	appreciated	-6.00536
114	custom	enfat5-large	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-9000)-360	2021-12-06-17:25	to help PersonY <br /> to help persony <br /> gets	0.47	0.0372214575392242	PersonX answers PersonY question ## ## ## ## ## ##	en2en	to help PersonY	xNeed	PersonX answers PersonY question  <xNeed_0>  <xNeed_1>  <xNeed_2>  <xNeed_3>  <xNeed_4>  <extra_id_0>	114	0.2857142808163266	to listen to a question	to listen to a question	to help persony	-5.04911
114	custom	enfat5-large-unsup-all	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-18:58-EVAL	gets thanked <br /> gets excited <br /> PersonX is thanked by personY	0.2	0.0	PersonX answers PersonY question ## ## ## ## ## ##	en2en	gets thanked	xNeed	PersonX answers PersonY question  <xNeed_0>  <xNeed_1>  <xNeed_2>  <xNeed_3>  <xNeed_4>  <extra_id_0>	114	0.0	to listen to a question	to listen to a question	gets thanked	-6.68058
114	custom	enfat5-large-unsup-wrap-all	en-en	unsup	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-20:34-EVAL	to be helpful <br /> gets arrested <br /> PersonY questions	0.49	0.0372214575392242	## PersonX answers PersonY question ##	en2en	to be helpful	xNeed	<xNeed>  PersonX answers PersonY question <extra_id_0>	114	0.2857142808163266	to listen to a question	to listen to a question	to be helpful	-5.34077
115	custom	enfat5-large	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-9000)-360	2021-12-06-17:25	happy <br /> helpful <br /> to help PersonY	0.66	0.0	PersonX answers PersonY question ## ## ## ## ## ##	en2en	happy	xReact	PersonX answers PersonY question  <xReact_0>  <xReact_1>  <xReact_2>  <xReact_3>  <xReact_4>  <extra_id_0>	115	0.0	good	good	happy	-5.86229
115	custom	enfat5-large-unsup-all	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-18:58-EVAL	gets thanked <br /> gets excited <br /> PersonX is thanked by personY	0.48	0.0	PersonX answers PersonY question ## ## ## ## ## ##	en2en	gets thanked	xReact	PersonX answers PersonY question  <xReact_0>  <xReact_1>  <xReact_2>  <xReact_3>  <xReact_4>  <extra_id_0>	115	0.0	good	good	gets thanked	-5.93442
115	custom	enfat5-large-unsup-wrap-all	en-en	unsup	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-20:34-EVAL	to be helpful <br /> to ask PersonY questions <br /> to ask PersonY questions.	0.5	0.0	## PersonX answers PersonY question ##	en2en	to be helpful	xReact	<xReact>  PersonX answers PersonY question <extra_id_0>	115	0.0	good	good	to be helpful	-5.28090
116	custom	enfat5-large	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-9000)-360	2021-12-06-17:25	to help PersonY <br /> to help persony <br /> to ask PersonY	0.37	0.0724974999068182	PersonX answers PersonY question ## ## ## ## ## ##	en2en	to help PersonY	xWant	PersonX answers PersonY question  <xWant_0>  <xWant_1>  <xWant_2>  <xWant_3>  <xWant_4>  <extra_id_0>	116	0.3999999952000001	to explain	to explain	to help PersonY	-4.77574
116	custom	enfat5-large-unsup-all	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-18:58-EVAL	gets thanked <br /> gets excited <br /> PersonX is thanked by personY	0.31	0.0	PersonX answers PersonY question ## ## ## ## ## ##	en2en	gets thanked	xWant	PersonX answers PersonY question  <xWant_0>  <xWant_1>  <xWant_2>  <xWant_3>  <xWant_4>  <extra_id_0>	116	0.0	to explain	to explain	gets excited	-7.07412
116	custom	enfat5-large-unsup-wrap-all	en-en	unsup	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-20:34-EVAL	to be helpful <br />e s questionY questionsX <br />e s questionY questions X	0.46	0.0724974999068182	## PersonX answers PersonY question ##	en2en	to be helpful	xWant	<xWant>  PersonX answers PersonY question <extra_id_0>	116	0.3999999952000001	to explain	to explain	to be helpful	-5.43748
117	custom	enfat5-large	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-9000)-360	2021-12-06-17:25	they are doing. <br /> gets they are doing. <br /> gets they didn't do something.	0.08	0.0	PersonX answers PersonY's letter ## ## ## ## ## ## ## ## ##	en2en	they are doing	oEffect	PersonX answers PersonY's letter  <oEffect_0>  <oEffect_1>  <oEffect_2>  <oEffect_3>  <oEffect_4>  <oEffect_5>  <oEffect_6>  <oEffect_7>  <extra_id_0>	117	0.0	has to open the correspondence	has to open the correspondence	gets they are doing.	-5.23234
117	custom	enfat5-large-unsup-all	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-18:58-EVAL	gets thanked <br /> gets thanked by PersonY <br /> gets nervous	0.17	0.0	PersonX answers PersonY's letter ## ## ## ## ## ## ## ## ##	en2en	gets thanked	oEffect	PersonX answers PersonY's letter  <oEffect_0>  <oEffect_1>  <oEffect_2>  <oEffect_3>  <oEffect_4>  <oEffect_5>  <oEffect_6>  <oEffect_7>  <extra_id_0>	117	0.0	has to open the correspondence	has to open the correspondence	gets thanked by PersonY	-6.75231
117	custom	enfat5-large-unsup-wrap-all	en-en	unsup	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-20:34-EVAL	to be helpful <br />e <br /> gets thanked	0.28	0.0372214575392242	## PersonX answers PersonY's letter ##	en2en	to be helpful	oEffect	<oEffect>  PersonX answers PersonY's letter <extra_id_0>	117	0.2499999953125001	has to open the correspondence	has to open the correspondence	to be helpful	-6.23705
118	custom	enfat5-large	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-9000)-360	2021-12-06-17:25	helpful <br /> gets thanked <br /> to be helpful	0.4	0.0	PersonX answers PersonY's letter ## ## ## ## ## ##	en2en	helpful	oReact	PersonX answers PersonY's letter  <oReact_0>  <oReact_1>  <oReact_2>  <oReact_3>  <oReact_4>  <extra_id_0>	118	0.0	amused	amused	gets thanked	-7.83970
118	custom	enfat5-large-unsup-all	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-18:58-EVAL	gets thanked <br /> gets thanked by PersonY <br /> gets excited	0.68	0.0	PersonX answers PersonY's letter ## ## ## ## ## ##	en2en	gets thanked	oReact	PersonX answers PersonY's letter  <oReact_0>  <oReact_1>  <oReact_2>  <oReact_3>  <oReact_4>  <extra_id_0>	118	0.0	amused	amused	gets excited	-7.22721
118	custom	enfat5-large-unsup-wrap-all	en-en	unsup	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-20:34-EVAL	to be helpful <br /><br /> to help PersonY	0.54	0.0	## PersonX answers PersonY's letter ##	en2en	to be helpful	oReact	<oReact>  PersonX answers PersonY's letter <extra_id_0>	118	0.0	amused	amused		-6.73988
119	custom	enfat5-large	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-9000)-360	2021-12-06-17:25	to help PersonY <br /> to be helpful <br /> to help persony	0.44	0.0724974999068182	PersonX answers PersonY's letter ## ## ## ## ## ##	en2en	to help PersonY	oWant	PersonX answers PersonY's letter  <oWant_0>  <oWant_1>  <oWant_2>  <oWant_3>  <oWant_4>  <extra_id_0>	119	0.3333333283333334	to read it	to read it	to be helpful	-7.28151
119	custom	enfat5-large-unsup-all	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-18:58-EVAL	gets thanked <br /> gets thanked by PersonY <br /> gets excited	0.17	0.0	PersonX answers PersonY's letter ## ## ## ## ## ##	en2en	gets thanked	oWant	PersonX answers PersonY's letter  <oWant_0>  <oWant_1>  <oWant_2>  <oWant_3>  <oWant_4>  <extra_id_0>	119	0.0	to read it	to read it	gets excited	-8.49758
119	custom	enfat5-large-unsup-wrap-all	en-en	unsup	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-20:34-EVAL	to thank PersonY <br /> to be helpful <br /> to help PersonY	0.44	0.0724974999068182	## PersonX answers PersonY's letter ##	en2en	to thank PersonY	oWant	<oWant>  PersonX answers PersonY's letter <extra_id_0>	119	0.3333333283333334	to read it	to read it	to be helpful	-7.44247
12	custom	enfat5-large	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-9000)-360	2021-12-06-17:25	happy <br />helpful <br /> gets thanked by PersonY	0.67	0.0	PersonX accepts PersonY offer ## ## ## ## ##	en2en	happy	xAttr	PersonX accepts PersonY offer  <xAttr_0>  <xAttr_1>  <xAttr_2>  <xAttr_3>  <extra_id_0>	12	0.0	resourceful	resourceful	helpful	-7.85443
12	custom	enfat5-large	mix-mix	unsup-gen	unwrapped-lstm	unfreezed	tr:1-ep:1-(0-45001)-361	2021-12-10-09:27	علاقه مند شدن به <br />کمک کننده <br />سخاوتمند	0.59	0.0	## شخص ایکس پیشنهاد شخص دیگری را قبول می کند. ## ##	fa2fa	علاقه مند شدن به	xAttr	<xAttr>  شخص ایکس پیشنهاد شخص دیگری را قبول می کند. <gen_fa>  <extra_id_0>	12	0.0	مبتکر و با ابتکار	مبتکر و با ابتکار	کمک کننده	-5.19440
12	custom	enfat5-large	mix-mix	unsup-wrap-lang	wrapped-lstm	freezed	tr:1-ep:1-(0-45001)-361	2021-12-10-14:21	علاقه مند شدن به دیگران <br />کمک کننده <br />قابل پذیرش	0.59	0.0	## ## ## ## شخص ایکس پیشنهاد شخص دیگری را قبول می کند. ## ## ## ## ##	fa2fa	علاقه مند شدن به دیگران	xAttr	<xAttr_0>  <xAttr_1>  <xAttr_2>  <xAttr_3>  شخص ایکس پیشنهاد شخص دیگری را قبول می کند. <xAttr_fa_0>  <xAttr_fa_1>  <xAttr_fa_2>  <xAttr_fa_3>  <extra_id_0>	12	0.0	مبتکر و با ابتکار	مبتکر و با ابتکار	کمک کننده	-4.69939
12	custom	enfat5-large-unsup-all	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-18:58-EVAL	gets thanked <br /> gets excited <br /> gets thanked by PersonY	0.33	0.0	PersonX accepts PersonY offer ## ## ## ## ##	en2en	gets thanked	xAttr	PersonX accepts PersonY offer  <xAttr_0>  <xAttr_1>  <xAttr_2>  <xAttr_3>  <extra_id_0>	12	0.0	resourceful	resourceful	gets thanked	-8.18806
12	custom	enfat5-large-unsup-wrap-all	en-en	unsup	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-20:34-EVAL	to accept the offer. <br /> to be helpful <br /> to accept the offer	0.59	0.0	## PersonX accepts PersonY offer ##	en2en	to accept the offer	xAttr	<xAttr>  PersonX accepts PersonY offer <extra_id_0>	12	0.0	resourceful	resourceful	to be helpful	-6.58981
120	custom	enfat5-large	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-9000)-360	2021-12-06-17:25	helpful <br /> gets thanked by PersonY <br /> to be helpful	0.53	0.0	PersonX answers PersonY's letter ## ## ## ## ##	en2en	helpful	xAttr	PersonX answers PersonY's letter  <xAttr_0>  <xAttr_1>  <xAttr_2>  <xAttr_3>  <extra_id_0>	120	0.0	kind	kind	helpful	-6.99013
120	custom	enfat5-large-unsup-all	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-18:58-EVAL	gets thanked <br /> gets thanked by PersonY <br /> gets excited	0.37	0.0	PersonX answers PersonY's letter ## ## ## ## ##	en2en	gets thanked	xAttr	PersonX answers PersonY's letter  <xAttr_0>  <xAttr_1>  <xAttr_2>  <xAttr_3>  <extra_id_0>	120	0.0	kind	kind	gets thanked	-6.70816
120	custom	enfat5-large-unsup-wrap-all	en-en	unsup	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-20:34-EVAL	to be helpful <br /> to help PersonY <br /> to help persony	0.45	0.0	## PersonX answers PersonY's letter ##	en2en	to be helpful	xAttr	<xAttr>  PersonX answers PersonY's letter <extra_id_0>	120	0.0	kind	kind	to be helpful	-6.04561
121	custom	enfat5-large	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-9000)-360	2021-12-06-17:25	gets thanked by PersonY <br /> gets thanked by PersonX <br /> gets thanked by persony	0.2	0.0	PersonX answers PersonY's letter ## ## ## ## ## ## ## ## ##	en2en	gets thanked by PersonY	xEffect	PersonX answers PersonY's letter  <xEffect_0>  <xEffect_1>  <xEffect_2>  <xEffect_3>  <xEffect_4>  <xEffect_5>  <xEffect_6>  <xEffect_7>  <extra_id_0>	121	0.0	must send or mail it	must send or mail it	gets thanked by PersonX	-4.47139
121	custom	enfat5-large-unsup-all	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-18:58-EVAL	gets thanked <br /> gets nervous <br /> gets thanked by PersonY	0.19	0.0	PersonX answers PersonY's letter ## ## ## ## ## ## ## ## ##	en2en	gets thanked	xEffect	PersonX answers PersonY's letter  <xEffect_0>  <xEffect_1>  <xEffect_2>  <xEffect_3>  <xEffect_4>  <xEffect_5>  <xEffect_6>  <xEffect_7>  <extra_id_0>	121	0.0	must send or mail it	must send or mail it	gets thanked by PersonY	-5.82838
121	custom	enfat5-large-unsup-wrap-all	en-en	unsup	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-20:34-EVAL	<br /> to be helpful <br /> to get PersonY's letter	0.53	0.0	## PersonX answers PersonY's letter ##	en2en	EMPT	xEffect	<xEffect>  PersonX answers PersonY's letter <extra_id_0>	121	0.0	must send or mail it	must send or mail it	to get PersonY's letter	-6.79787
122	custom	enfat5-large	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-9000)-360	2021-12-06-17:25	to help PersonY <br /> to be helpful <br /> to help persony	0.48	0.0724974999068182	PersonX answers PersonY's letter ## ## ## ## ## ##	en2en	to help PersonY	xIntent	PersonX answers PersonY's letter  <xIntent_0>  <xIntent_1>  <xIntent_2>  <xIntent_3>  <xIntent_4>  <extra_id_0>	122	0.3999999952000001	to reply	to reply	to be helpful	-4.92912
122	custom	enfat5-large-unsup-all	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-18:58-EVAL	gets thanked <br /> gets thanked by PersonY <br /> PersonX is thanked by personY	0.48	0.0	PersonX answers PersonY's letter ## ## ## ## ## ##	en2en	gets thanked	xIntent	PersonX answers PersonY's letter  <xIntent_0>  <xIntent_1>  <xIntent_2>  <xIntent_3>  <xIntent_4>  <extra_id_0>	122	0.0	to reply	to reply	gets thanked	-6.57546
122	custom	enfat5-large-unsup-wrap-all	en-en	unsup	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-20:34-EVAL	angry <br /> to get PersonY's letter <br /> to get PersonY's letter.	0.49	0.0	## PersonX answers PersonY's letter ##	en2en	angry	xIntent	<xIntent>  PersonX answers PersonY's letter <extra_id_0>	122	0.0	to reply	to reply	to get PersonY's letter.	-6.63358
123	custom	enfat5-large	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-9000)-360	2021-12-06-17:25	to help PersonY <br /> to be helpful <br /> to help persony	0.42	0.0519467286215556	PersonX answers PersonY's letter ## ## ## ## ## ##	en2en	to help PersonY	xNeed	PersonX answers PersonY's letter  <xNeed_0>  <xNeed_1>  <xNeed_2>  <xNeed_3>  <xNeed_4>  <extra_id_0>	123	0.2857142808163266	to of read it	to of read it	to be helpful	-5.01451
123	custom	enfat5-large-unsup-all	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-18:58-EVAL	gets thanked <br /> gets excited <br /> gets thanked by PersonY	0.19	0.0	PersonX answers PersonY's letter ## ## ## ## ## ##	en2en	gets thanked	xNeed	PersonX answers PersonY's letter  <xNeed_0>  <xNeed_1>  <xNeed_2>  <xNeed_3>  <xNeed_4>  <extra_id_0>	123	0.0	to of read it	to of read it	gets thanked	-6.35455
123	custom	enfat5-large-unsup-wrap-all	en-en	unsup	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-20:34-EVAL	to be helpful <br /> to get PersonY's letter <br /> to get PersonY's letter.	0.43	0.0519467286215556	## PersonX answers PersonY's letter ##	en2en	to be helpful	xNeed	<xNeed>  PersonX answers PersonY's letter <extra_id_0>	123	0.2857142808163266	to of read it	to of read it	to get PersonY's letter.	-5.16684
124	custom	enfat5-large	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-9000)-360	2021-12-06-17:25	happy <br /> to be helpful <br /> gets thanked	1.0	0.0	PersonX answers PersonY's letter ## ## ## ## ## ##	en2en	happy	xReact	PersonX answers PersonY's letter  <xReact_0>  <xReact_1>  <xReact_2>  <xReact_3>  <xReact_4>  <extra_id_0>	124	0.999999995	happy	happy	happy	-5.70829
124	custom	enfat5-large-unsup-all	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-18:58-EVAL	gets thanked <br /> gets nervous <br /> gets thanked by PersonY	0.52	0.0	PersonX answers PersonY's letter ## ## ## ## ## ##	en2en	gets thanked	xReact	PersonX answers PersonY's letter  <xReact_0>  <xReact_1>  <xReact_2>  <xReact_3>  <xReact_4>  <extra_id_0>	124	0.0	happy	happy	gets thanked	-5.90067
